,rec_id,date,ppe,qty
44263,rec2459,2020-04-20 16:56:00+00:00,faceShields,200.0
44275,rec2459,2020-04-20 16:56:00+00:00,respirators,200.0
44278,rec2459,2020-04-20 16:56:00+00:00,disinfectingWipes,50.0
44281,rec2460,2020-04-20 17:31:00+00:00,faceShields,500.0
44293,rec2460,2020-04-20 17:31:00+00:00,respirators,2000.0
44294,rec2460,2020-04-20 17:31:00+00:00,gowns,250.0
44296,rec2460,2020-04-20 17:31:00+00:00,disinfectingWipes,60.0
44299,rec2461,2020-04-20 17:35:00+00:00,faceShields,200.0
44303,rec2461,2020-04-20 17:35:00+00:00,surgicalMasks,200.0
44306,rec2461,2020-04-20 17:35:00+00:00,handmadeMasks,200.0
44311,rec2461,2020-04-20 17:35:00+00:00,respirators,200.0
44312,rec2461,2020-04-20 17:35:00+00:00,gowns,200.0
44314,rec2461,2020-04-20 17:35:00+00:00,disinfectingWipes,200.0
44324,rec2462,2020-04-20 17:37:00+00:00,handmadeMasks,200.0
44335,rec2463,2020-04-20 17:39:00+00:00,faceShields,100.0
44342,rec2463,2020-04-20 17:39:00+00:00,handmadeMasks,50.0
44347,rec2463,2020-04-20 17:39:00+00:00,respirators,100.0
44348,rec2463,2020-04-20 17:39:00+00:00,gowns,50.0
44350,rec2463,2020-04-20 17:39:00+00:00,disinfectingWipes,50.0
44353,rec2464,2020-04-20 17:42:00+00:00,faceShields,50.0
44357,rec2464,2020-04-20 17:42:00+00:00,surgicalMasks,200.0
44365,rec2464,2020-04-20 17:42:00+00:00,respirators,50.0
44366,rec2464,2020-04-20 17:42:00+00:00,gowns,100.0
44368,rec2464,2020-04-20 17:42:00+00:00,disinfectingWipes,25.0
44371,rec2465,2020-04-20 17:54:00+00:00,faceShields,10.0
44378,rec2465,2020-04-20 17:54:00+00:00,handmadeMasks,2.0
44383,rec2465,2020-04-20 17:54:00+00:00,respirators,10.0
44386,rec2465,2020-04-20 17:54:00+00:00,disinfectingWipes,2.0
44389,rec2466,2020-04-20 18:10:00+00:00,faceShields,5.0
44393,rec2466,2020-04-20 18:10:00+00:00,surgicalMasks,5.0
44396,rec2466,2020-04-20 18:10:00+00:00,handmadeMasks,5.0
44401,rec2466,2020-04-20 18:10:00+00:00,respirators,5.0
44402,rec2466,2020-04-20 18:10:00+00:00,gowns,5.0
44404,rec2466,2020-04-20 18:10:00+00:00,disinfectingWipes,5.0
44407,rec2467,2020-04-20 18:57:00+00:00,faceShields,20.0
44411,rec2467,2020-04-20 18:57:00+00:00,surgicalMasks,20.0
44414,rec2467,2020-04-20 18:57:00+00:00,handmadeMasks,15.0
44419,rec2467,2020-04-20 18:57:00+00:00,respirators,20.0
44420,rec2467,2020-04-20 18:57:00+00:00,gowns,20.0
44422,rec2467,2020-04-20 18:57:00+00:00,disinfectingWipes,20.0
44425,rec2468,2020-04-20 19:06:00+00:00,faceShields,2.0
44429,rec2468,2020-04-20 19:06:00+00:00,surgicalMasks,7.0
44432,rec2468,2020-04-20 19:06:00+00:00,handmadeMasks,1.0
44437,rec2468,2020-04-20 19:06:00+00:00,respirators,7.0
44438,rec2468,2020-04-20 19:06:00+00:00,gowns,2.0
44440,rec2468,2020-04-20 19:06:00+00:00,disinfectingWipes,2.0
44455,rec2469,2020-04-20 19:11:00+00:00,respirators,25.0
44456,rec2469,2020-04-20 19:11:00+00:00,gowns,15.0
44473,rec2470,2020-04-20 19:50:00+00:00,respirators,5.0
44476,rec2470,2020-04-20 19:50:00+00:00,disinfectingWipes,5.0
44479,rec2471,2020-04-20 19:55:00+00:00,faceShields,25.0
44491,rec2471,2020-04-20 19:55:00+00:00,respirators,50.0
44494,rec2471,2020-04-20 19:55:00+00:00,disinfectingWipes,200.0
44497,rec2472,2020-04-20 19:57:00+00:00,faceShields,100.0
44501,rec2472,2020-04-20 19:57:00+00:00,surgicalMasks,100.0
44504,rec2472,2020-04-20 19:57:00+00:00,handmadeMasks,100.0
44509,rec2472,2020-04-20 19:57:00+00:00,respirators,300.0
44510,rec2472,2020-04-20 19:57:00+00:00,gowns,100.0
44512,rec2472,2020-04-20 19:57:00+00:00,disinfectingWipes,20.0
44515,rec2473,2020-04-20 20:14:00+00:00,faceShields,10.0
44519,rec2473,2020-04-20 20:14:00+00:00,surgicalMasks,250.0
44522,rec2473,2020-04-20 20:14:00+00:00,handmadeMasks,500.0
44527,rec2473,2020-04-20 20:14:00+00:00,respirators,250.0
44528,rec2473,2020-04-20 20:14:00+00:00,gowns,250.0
44530,rec2473,2020-04-20 20:14:00+00:00,disinfectingWipes,500.0
44537,rec2474,2020-04-20 20:42:00+00:00,surgicalMasks,1989.0
44551,rec2475,2020-04-20 20:42:00+00:00,faceShields,10.0
44555,rec2475,2020-04-20 20:42:00+00:00,surgicalMasks,10.0
44563,rec2475,2020-04-20 20:42:00+00:00,respirators,10.0
44564,rec2475,2020-04-20 20:42:00+00:00,gowns,10.0
44566,rec2475,2020-04-20 20:42:00+00:00,disinfectingWipes,10.0
44581,rec2476,2020-04-20 20:52:00+00:00,respirators,2.0
44599,rec2477,2020-04-20 21:03:00+00:00,respirators,300.0
44600,rec2477,2020-04-20 21:03:00+00:00,gowns,300.0
44605,rec2478,2020-04-20 21:04:00+00:00,faceShields,3.0
44609,rec2478,2020-04-20 21:04:00+00:00,surgicalMasks,3.0
44612,rec2478,2020-04-20 21:04:00+00:00,handmadeMasks,3.0
44617,rec2478,2020-04-20 21:04:00+00:00,respirators,3.0
44618,rec2478,2020-04-20 21:04:00+00:00,gowns,3.0
44620,rec2478,2020-04-20 21:04:00+00:00,disinfectingWipes,10.0
44635,rec2479,2020-04-20 21:07:00+00:00,respirators,300.0
44636,rec2479,2020-04-20 21:07:00+00:00,gowns,300.0
44638,rec2479,2020-04-20 21:07:00+00:00,disinfectingWipes,300.0
44641,rec2480,2020-04-20 21:09:00+00:00,faceShields,100.0
44645,rec2480,2020-04-20 21:09:00+00:00,surgicalMasks,200.0
44653,rec2480,2020-04-20 21:09:00+00:00,respirators,100.0
44654,rec2480,2020-04-20 21:09:00+00:00,gowns,50.0
44659,rec2481,2020-04-20 21:13:00+00:00,faceShields,2.0
44666,rec2481,2020-04-20 21:13:00+00:00,handmadeMasks,2.0
44671,rec2481,2020-04-20 21:13:00+00:00,respirators,2.0
44672,rec2481,2020-04-20 21:13:00+00:00,gowns,2.0
44674,rec2481,2020-04-20 21:13:00+00:00,disinfectingWipes,100.0
44690,rec2482,2020-04-20 21:21:00+00:00,gowns,40.0
44695,rec2483,2020-04-20 21:54:00+00:00,faceShields,10.0
44707,rec2483,2020-04-20 21:54:00+00:00,respirators,30.0
44708,rec2483,2020-04-20 21:54:00+00:00,gowns,10.0
44717,rec2484,2020-04-20 22:01:00+00:00,surgicalMasks,100.0
44725,rec2484,2020-04-20 22:01:00+00:00,respirators,100.0
44726,rec2484,2020-04-20 22:01:00+00:00,gowns,100.0
44731,rec2485,2020-04-20 22:49:00+00:00,faceShields,300.0
44735,rec2485,2020-04-20 22:49:00+00:00,surgicalMasks,300.0
44738,rec2485,2020-04-20 22:49:00+00:00,handmadeMasks,300.0
44743,rec2485,2020-04-20 22:49:00+00:00,respirators,300.0
44744,rec2485,2020-04-20 22:49:00+00:00,gowns,300.0
44746,rec2485,2020-04-20 22:49:00+00:00,disinfectingWipes,100.0
44753,rec2486,2020-04-21 00:52:00+00:00,surgicalMasks,200.0
44761,rec2486,2020-04-21 00:52:00+00:00,respirators,200.0
44762,rec2486,2020-04-21 00:52:00+00:00,gowns,200.0
44764,rec2486,2020-04-21 00:52:00+00:00,disinfectingWipes,200.0
44767,rec2487,2020-04-21 01:03:00+00:00,faceShields,100.0
44771,rec2487,2020-04-21 01:03:00+00:00,surgicalMasks,100.0
44774,rec2487,2020-04-21 01:03:00+00:00,handmadeMasks,100.0
44779,rec2487,2020-04-21 01:03:00+00:00,respirators,100.0
44780,rec2487,2020-04-21 01:03:00+00:00,gowns,100.0
44782,rec2487,2020-04-21 01:03:00+00:00,disinfectingWipes,100.0
44785,rec2488,2020-04-21 01:03:00+00:00,faceShields,6.0
44789,rec2488,2020-04-21 01:03:00+00:00,surgicalMasks,100.0
44803,rec2489,2020-04-21 01:33:00+00:00,faceShields,60.0
44807,rec2489,2020-04-21 01:33:00+00:00,surgicalMasks,60.0
44810,rec2489,2020-04-21 01:33:00+00:00,handmadeMasks,60.0
44815,rec2489,2020-04-21 01:33:00+00:00,respirators,60.0
44816,rec2489,2020-04-21 01:33:00+00:00,gowns,60.0
44818,rec2489,2020-04-21 01:33:00+00:00,disinfectingWipes,60.0
44821,rec2490,2020-04-21 03:12:00+00:00,faceShields,1.0
44833,rec2490,2020-04-21 03:12:00+00:00,respirators,2.0
44836,rec2490,2020-04-21 03:12:00+00:00,disinfectingWipes,1.0
44843,rec2491,2020-04-21 07:58:00+00:00,surgicalMasks,150.0
44851,rec2491,2020-04-21 07:58:00+00:00,respirators,100.0
44852,rec2491,2020-04-21 07:58:00+00:00,gowns,40.0
44854,rec2491,2020-04-21 07:58:00+00:00,disinfectingWipes,150.0
44857,rec2492,2020-04-21 08:17:00+00:00,faceShields,300.0
44861,rec2492,2020-04-21 08:17:00+00:00,surgicalMasks,500.0
44864,rec2492,2020-04-21 08:17:00+00:00,handmadeMasks,500.0
44869,rec2492,2020-04-21 08:17:00+00:00,respirators,300.0
44870,rec2492,2020-04-21 08:17:00+00:00,gowns,500.0
44872,rec2492,2020-04-21 08:17:00+00:00,disinfectingWipes,100.0
44875,rec2493,2020-04-21 08:38:00+00:00,faceShields,30.0
44879,rec2493,2020-04-21 08:38:00+00:00,surgicalMasks,50.0
44882,rec2493,2020-04-21 08:38:00+00:00,handmadeMasks,50.0
44887,rec2493,2020-04-21 08:38:00+00:00,respirators,50.0
44888,rec2493,2020-04-21 08:38:00+00:00,gowns,30.0
44890,rec2493,2020-04-21 08:38:00+00:00,disinfectingWipes,30.0
44893,rec2494,2020-04-21 08:42:00+00:00,faceShields,100.0
44897,rec2494,2020-04-21 08:42:00+00:00,surgicalMasks,100.0
44900,rec2494,2020-04-21 08:42:00+00:00,handmadeMasks,100.0
44905,rec2494,2020-04-21 08:42:00+00:00,respirators,100.0
44906,rec2494,2020-04-21 08:42:00+00:00,gowns,100.0
44908,rec2494,2020-04-21 08:42:00+00:00,disinfectingWipes,100.0
44911,rec2495,2020-04-21 08:47:00+00:00,faceShields,2.0
44915,rec2495,2020-04-21 08:47:00+00:00,surgicalMasks,2.0
44918,rec2495,2020-04-21 08:47:00+00:00,handmadeMasks,2.0
44923,rec2495,2020-04-21 08:47:00+00:00,respirators,2.0
44924,rec2495,2020-04-21 08:47:00+00:00,gowns,2.0
44926,rec2495,2020-04-21 08:47:00+00:00,disinfectingWipes,2.0
44942,rec2496,2020-04-21 08:55:00+00:00,gowns,1000.0
44944,rec2496,2020-04-21 08:55:00+00:00,disinfectingWipes,1000.0
44959,rec2497,2020-04-21 09:03:00+00:00,respirators,1.0
44972,rec2498,2020-04-21 09:20:00+00:00,handmadeMasks,5.0
44977,rec2498,2020-04-21 09:20:00+00:00,respirators,5.0
44980,rec2498,2020-04-21 09:20:00+00:00,disinfectingWipes,5.0
44983,rec2499,2020-04-21 09:36:00+00:00,faceShields,500.0
44987,rec2499,2020-04-21 09:36:00+00:00,surgicalMasks,1000.0
44990,rec2499,2020-04-21 09:36:00+00:00,handmadeMasks,2000.0
44995,rec2499,2020-04-21 09:36:00+00:00,respirators,1000.0
44996,rec2499,2020-04-21 09:36:00+00:00,gowns,1000.0
44998,rec2499,2020-04-21 09:36:00+00:00,disinfectingWipes,500.0
45001,rec2500,2020-04-21 09:39:00+00:00,faceShields,100.0
45005,rec2500,2020-04-21 09:39:00+00:00,surgicalMasks,500.0
45013,rec2500,2020-04-21 09:39:00+00:00,respirators,100.0
45014,rec2500,2020-04-21 09:39:00+00:00,gowns,200.0
45016,rec2500,2020-04-21 09:39:00+00:00,disinfectingWipes,100.0
45019,rec2501,2020-04-21 09:41:00+00:00,faceShields,100.0
45023,rec2501,2020-04-21 09:41:00+00:00,surgicalMasks,100.0
45026,rec2501,2020-04-21 09:41:00+00:00,handmadeMasks,100.0
45031,rec2501,2020-04-21 09:41:00+00:00,respirators,100.0
45032,rec2501,2020-04-21 09:41:00+00:00,gowns,100.0
45034,rec2501,2020-04-21 09:41:00+00:00,disinfectingWipes,100.0
45037,rec2502,2020-04-21 09:48:00+00:00,faceShields,150.0
45049,rec2502,2020-04-21 09:48:00+00:00,respirators,150.0
45050,rec2502,2020-04-21 09:48:00+00:00,gowns,150.0
45052,rec2502,2020-04-21 09:48:00+00:00,disinfectingWipes,50.0
45055,rec2503,2020-04-21 09:51:00+00:00,faceShields,100.0
45059,rec2503,2020-04-21 09:51:00+00:00,surgicalMasks,250.0
45062,rec2503,2020-04-21 09:51:00+00:00,handmadeMasks,100.0
45067,rec2503,2020-04-21 09:51:00+00:00,respirators,150.0
45068,rec2503,2020-04-21 09:51:00+00:00,gowns,200.0
45070,rec2503,2020-04-21 09:51:00+00:00,disinfectingWipes,100.0
45085,rec2504,2020-04-21 09:53:00+00:00,respirators,100.0
45104,rec2505,2020-04-21 10:19:00+00:00,gowns,3000.0
45106,rec2505,2020-04-21 10:19:00+00:00,disinfectingWipes,50.0
45109,rec2506,2020-04-21 10:35:00+00:00,faceShields,10.0
45121,rec2506,2020-04-21 10:35:00+00:00,respirators,12.0
45122,rec2506,2020-04-21 10:35:00+00:00,gowns,30.0
45124,rec2506,2020-04-21 10:35:00+00:00,disinfectingWipes,200.0
45127,rec2507,2020-04-21 11:25:00+00:00,faceShields,30.0
45140,rec2507,2020-04-21 11:25:00+00:00,gowns,30.0
45152,rec2508,2020-04-21 11:31:00+00:00,handmadeMasks,500.0
45167,rec2509,2020-04-21 12:01:00+00:00,surgicalMasks,500.0
45175,rec2509,2020-04-21 12:01:00+00:00,respirators,250.0
45176,rec2509,2020-04-21 12:01:00+00:00,gowns,500.0
45178,rec2509,2020-04-21 12:01:00+00:00,disinfectingWipes,250.0
45185,rec2510,2020-04-21 12:28:00+00:00,surgicalMasks,100000.0
45193,rec2510,2020-04-21 12:28:00+00:00,respirators,100000.0
45194,rec2510,2020-04-21 12:28:00+00:00,gowns,50000.0
45199,rec2511,2020-04-21 12:32:00+00:00,faceShields,200.0
45211,rec2511,2020-04-21 12:32:00+00:00,respirators,1000.0
45212,rec2511,2020-04-21 12:32:00+00:00,gowns,2000.0
45217,rec2512,2020-04-21 12:35:00+00:00,faceShields,1.0
45221,rec2512,2020-04-21 12:35:00+00:00,surgicalMasks,1.0
45224,rec2512,2020-04-21 12:35:00+00:00,handmadeMasks,1.0
45229,rec2512,2020-04-21 12:35:00+00:00,respirators,1.0
45230,rec2512,2020-04-21 12:35:00+00:00,gowns,1.0
45232,rec2512,2020-04-21 12:35:00+00:00,disinfectingWipes,1.0
45239,rec2513,2020-04-21 12:36:00+00:00,surgicalMasks,500.0
45247,rec2513,2020-04-21 12:36:00+00:00,respirators,100.0
45248,rec2513,2020-04-21 12:36:00+00:00,gowns,500.0
45250,rec2513,2020-04-21 12:36:00+00:00,disinfectingWipes,500.0
45253,rec2514,2020-04-21 12:39:00+00:00,faceShields,4.0
45257,rec2514,2020-04-21 12:39:00+00:00,surgicalMasks,5.0
45260,rec2514,2020-04-21 12:39:00+00:00,handmadeMasks,5.0
45265,rec2514,2020-04-21 12:39:00+00:00,respirators,5.0
45266,rec2514,2020-04-21 12:39:00+00:00,gowns,5.0
45268,rec2514,2020-04-21 12:39:00+00:00,disinfectingWipes,5.0
45283,rec2515,2020-04-21 12:47:00+00:00,respirators,5000.0
45289,rec2516,2020-04-21 12:48:00+00:00,faceShields,20.0
45293,rec2516,2020-04-21 12:48:00+00:00,surgicalMasks,20.0
45296,rec2516,2020-04-21 12:48:00+00:00,handmadeMasks,20.0
45301,rec2516,2020-04-21 12:48:00+00:00,respirators,10.0
45302,rec2516,2020-04-21 12:48:00+00:00,gowns,10.0
45304,rec2516,2020-04-21 12:48:00+00:00,disinfectingWipes,10.0
45319,rec2517,2020-04-21 12:48:00+00:00,respirators,100.0
45322,rec2517,2020-04-21 12:48:00+00:00,disinfectingWipes,50.0
45329,rec2518,2020-04-21 12:58:00+00:00,surgicalMasks,500.0
45337,rec2518,2020-04-21 12:58:00+00:00,respirators,100.0
45338,rec2518,2020-04-21 12:58:00+00:00,gowns,500.0
45340,rec2518,2020-04-21 12:58:00+00:00,disinfectingWipes,500.0
45343,rec2519,2020-04-21 13:00:00+00:00,faceShields,100.0
45347,rec2519,2020-04-21 13:00:00+00:00,surgicalMasks,100.0
45350,rec2519,2020-04-21 13:00:00+00:00,handmadeMasks,50.0
45355,rec2519,2020-04-21 13:00:00+00:00,respirators,200.0
45356,rec2519,2020-04-21 13:00:00+00:00,gowns,100.0
45358,rec2519,2020-04-21 13:00:00+00:00,disinfectingWipes,50.0
45365,rec2520,2020-04-21 13:04:00+00:00,surgicalMasks,500.0
45373,rec2520,2020-04-21 13:04:00+00:00,respirators,100.0
45374,rec2520,2020-04-21 13:04:00+00:00,gowns,500.0
45376,rec2520,2020-04-21 13:04:00+00:00,disinfectingWipes,500.0
45386,rec2521,2020-04-21 13:08:00+00:00,handmadeMasks,100.0
45392,rec2521,2020-04-21 13:08:00+00:00,gowns,100.0
45394,rec2521,2020-04-21 13:08:00+00:00,disinfectingWipes,500.0
45401,rec2522,2020-04-21 13:11:00+00:00,surgicalMasks,5000.0
45404,rec2522,2020-04-21 13:11:00+00:00,handmadeMasks,1000.0
45409,rec2522,2020-04-21 13:11:00+00:00,respirators,5000.0
45410,rec2522,2020-04-21 13:11:00+00:00,gowns,100.0
45412,rec2522,2020-04-21 13:11:00+00:00,disinfectingWipes,2000.0
45415,rec2523,2020-04-21 13:22:00+00:00,faceShields,3.0
45419,rec2523,2020-04-21 13:22:00+00:00,surgicalMasks,25.0
45427,rec2523,2020-04-21 13:22:00+00:00,respirators,25.0
45428,rec2523,2020-04-21 13:22:00+00:00,gowns,3.0
45430,rec2523,2020-04-21 13:22:00+00:00,disinfectingWipes,6.0
45433,rec2524,2020-04-21 13:23:00+00:00,faceShields,1500.0
45437,rec2524,2020-04-21 13:23:00+00:00,surgicalMasks,500.0
45440,rec2524,2020-04-21 13:23:00+00:00,handmadeMasks,400.0
45445,rec2524,2020-04-21 13:23:00+00:00,respirators,1500.0
45446,rec2524,2020-04-21 13:23:00+00:00,gowns,1500.0
45451,rec2525,2020-04-21 13:33:00+00:00,faceShields,50.0
45455,rec2525,2020-04-21 13:33:00+00:00,surgicalMasks,500.0
45464,rec2525,2020-04-21 13:33:00+00:00,gowns,50.0
45469,rec2526,2020-04-21 13:59:00+00:00,faceShields,25.0
45481,rec2526,2020-04-21 13:59:00+00:00,respirators,50.0
45482,rec2526,2020-04-21 13:59:00+00:00,gowns,100.0
45487,rec2527,2020-04-21 14:00:00+00:00,faceShields,10.0
45491,rec2527,2020-04-21 14:00:00+00:00,surgicalMasks,10.0
45494,rec2527,2020-04-21 14:00:00+00:00,handmadeMasks,10.0
45499,rec2527,2020-04-21 14:00:00+00:00,respirators,10.0
45502,rec2527,2020-04-21 14:00:00+00:00,disinfectingWipes,10.0
45505,rec2528,2020-04-21 14:03:00+00:00,faceShields,1.0
45517,rec2528,2020-04-21 14:03:00+00:00,respirators,4.0
45520,rec2528,2020-04-21 14:03:00+00:00,disinfectingWipes,5.0
45523,rec2529,2020-04-21 14:10:00+00:00,faceShields,100.0
45527,rec2529,2020-04-21 14:10:00+00:00,surgicalMasks,100.0
45530,rec2529,2020-04-21 14:10:00+00:00,handmadeMasks,100.0
45535,rec2529,2020-04-21 14:10:00+00:00,respirators,100.0
45536,rec2529,2020-04-21 14:10:00+00:00,gowns,100.0
45538,rec2529,2020-04-21 14:10:00+00:00,disinfectingWipes,100.0
45541,rec2530,2020-04-21 14:20:00+00:00,faceShields,1000.0
45545,rec2530,2020-04-21 14:20:00+00:00,surgicalMasks,1000.0
45548,rec2530,2020-04-21 14:20:00+00:00,handmadeMasks,1000.0
45553,rec2530,2020-04-21 14:20:00+00:00,respirators,1000.0
45554,rec2530,2020-04-21 14:20:00+00:00,gowns,20001.0
45556,rec2530,2020-04-21 14:20:00+00:00,disinfectingWipes,5000.0
45559,rec2531,2020-04-21 14:21:00+00:00,faceShields,10.0
45563,rec2531,2020-04-21 14:21:00+00:00,surgicalMasks,100.0
45566,rec2531,2020-04-21 14:21:00+00:00,handmadeMasks,50.0
45571,rec2531,2020-04-21 14:21:00+00:00,respirators,50.0
45572,rec2531,2020-04-21 14:21:00+00:00,gowns,50.0
45574,rec2531,2020-04-21 14:21:00+00:00,disinfectingWipes,100.0
45577,rec2532,2020-04-21 14:35:00+00:00,faceShields,2.0
45581,rec2532,2020-04-21 14:35:00+00:00,surgicalMasks,5.0
45584,rec2532,2020-04-21 14:35:00+00:00,handmadeMasks,2.0
45589,rec2532,2020-04-21 14:35:00+00:00,respirators,2.0
45590,rec2532,2020-04-21 14:35:00+00:00,gowns,2.0
45599,rec2533,2020-04-21 14:48:00+00:00,surgicalMasks,500.0
45607,rec2533,2020-04-21 14:48:00+00:00,respirators,4.0
45608,rec2533,2020-04-21 14:48:00+00:00,gowns,4.0
45610,rec2533,2020-04-21 14:48:00+00:00,disinfectingWipes,75.0
45625,rec2534,2020-04-21 15:00:00+00:00,respirators,50.0
45628,rec2534,2020-04-21 15:00:00+00:00,disinfectingWipes,10.0
45635,rec2535,2020-04-21 15:10:00+00:00,surgicalMasks,50.0
45653,rec2536,2020-04-21 15:22:00+00:00,surgicalMasks,4.0
45656,rec2536,2020-04-21 15:22:00+00:00,handmadeMasks,4.0
45661,rec2536,2020-04-21 15:22:00+00:00,respirators,4.0
45664,rec2536,2020-04-21 15:22:00+00:00,disinfectingWipes,4.0
45667,rec2537,2020-04-21 15:28:00+00:00,faceShields,10.0
45671,rec2537,2020-04-21 15:28:00+00:00,surgicalMasks,25.0
45679,rec2537,2020-04-21 15:28:00+00:00,respirators,20.0
45680,rec2537,2020-04-21 15:28:00+00:00,gowns,50.0
45682,rec2537,2020-04-21 15:28:00+00:00,disinfectingWipes,5.0
45685,rec2538,2020-04-21 15:43:00+00:00,faceShields,15.0
45703,rec2539,2020-04-21 15:56:00+00:00,faceShields,20.0
45715,rec2539,2020-04-21 15:56:00+00:00,respirators,20.0
45718,rec2539,2020-04-21 15:56:00+00:00,disinfectingWipes,10.0
45725,rec2540,2020-04-21 16:02:00+00:00,surgicalMasks,100.0
45734,rec2540,2020-04-21 16:02:00+00:00,gowns,100.0
45736,rec2540,2020-04-21 16:02:00+00:00,disinfectingWipes,100.0
45739,rec2541,2020-04-21 16:05:00+00:00,faceShields,15.0
45743,rec2541,2020-04-21 16:05:00+00:00,surgicalMasks,100.0
45746,rec2541,2020-04-21 16:05:00+00:00,handmadeMasks,30.0
45751,rec2541,2020-04-21 16:05:00+00:00,respirators,15.0
45752,rec2541,2020-04-21 16:05:00+00:00,gowns,50.0
45754,rec2541,2020-04-21 16:05:00+00:00,disinfectingWipes,15.0
45770,rec2542,2020-04-21 16:28:00+00:00,gowns,1000.0
45772,rec2542,2020-04-21 16:28:00+00:00,disinfectingWipes,100.0
45775,rec2543,2020-04-21 16:29:00+00:00,faceShields,10000.0
45779,rec2543,2020-04-21 16:29:00+00:00,surgicalMasks,50000.0
45787,rec2543,2020-04-21 16:29:00+00:00,respirators,10000.0
45788,rec2543,2020-04-21 16:29:00+00:00,gowns,20000.0
45790,rec2543,2020-04-21 16:29:00+00:00,disinfectingWipes,10000.0
45793,rec2544,2020-04-21 16:33:00+00:00,faceShields,2.0
45797,rec2544,2020-04-21 16:33:00+00:00,surgicalMasks,1.0
45800,rec2544,2020-04-21 16:33:00+00:00,handmadeMasks,2.0
45805,rec2544,2020-04-21 16:33:00+00:00,respirators,2.0
45806,rec2544,2020-04-21 16:33:00+00:00,gowns,2.0
45808,rec2544,2020-04-21 16:33:00+00:00,disinfectingWipes,10.0
45815,rec2545,2020-04-21 16:52:00+00:00,surgicalMasks,500.0
45818,rec2545,2020-04-21 16:52:00+00:00,handmadeMasks,250.0
45823,rec2545,2020-04-21 16:52:00+00:00,respirators,500.0
45824,rec2545,2020-04-21 16:52:00+00:00,gowns,500.0
45826,rec2545,2020-04-21 16:52:00+00:00,disinfectingWipes,1000.0
45833,rec2546,2020-04-21 16:57:00+00:00,surgicalMasks,1500.0
45836,rec2546,2020-04-21 16:57:00+00:00,handmadeMasks,500.0
45841,rec2546,2020-04-21 16:57:00+00:00,respirators,500.0
45842,rec2546,2020-04-21 16:57:00+00:00,gowns,250.0
45844,rec2546,2020-04-21 16:57:00+00:00,disinfectingWipes,1000.0
45851,rec2547,2020-04-21 17:03:00+00:00,surgicalMasks,100.0
45859,rec2547,2020-04-21 17:03:00+00:00,respirators,20.0
45865,rec2548,2020-04-21 17:14:00+00:00,faceShields,5.0
45869,rec2548,2020-04-21 17:14:00+00:00,surgicalMasks,300.0
45872,rec2548,2020-04-21 17:14:00+00:00,handmadeMasks,5.0
45877,rec2548,2020-04-21 17:14:00+00:00,respirators,20.0
45880,rec2548,2020-04-21 17:14:00+00:00,disinfectingWipes,500.0
45883,rec2549,2020-04-21 17:16:00+00:00,faceShields,100.0
45887,rec2549,2020-04-21 17:16:00+00:00,surgicalMasks,500.0
45890,rec2549,2020-04-21 17:16:00+00:00,handmadeMasks,50.0
45895,rec2549,2020-04-21 17:16:00+00:00,respirators,100.0
45896,rec2549,2020-04-21 17:16:00+00:00,gowns,100.0
45898,rec2549,2020-04-21 17:16:00+00:00,disinfectingWipes,600.0
45901,rec2550,2020-04-21 17:16:00+00:00,faceShields,2.0
45905,rec2550,2020-04-21 17:16:00+00:00,surgicalMasks,2.0
45908,rec2550,2020-04-21 17:16:00+00:00,handmadeMasks,5.0
45913,rec2550,2020-04-21 17:16:00+00:00,respirators,5.0
45914,rec2550,2020-04-21 17:16:00+00:00,gowns,5.0
45916,rec2550,2020-04-21 17:16:00+00:00,disinfectingWipes,5.0
45919,rec2551,2020-04-21 17:29:00+00:00,faceShields,1000.0
45931,rec2551,2020-04-21 17:29:00+00:00,respirators,2000.0
45932,rec2551,2020-04-21 17:29:00+00:00,gowns,1000.0
45937,rec2552,2020-04-21 17:38:00+00:00,faceShields,5.0
45941,rec2552,2020-04-21 17:38:00+00:00,surgicalMasks,5.0
45944,rec2552,2020-04-21 17:38:00+00:00,handmadeMasks,5.0
45949,rec2552,2020-04-21 17:38:00+00:00,respirators,5.0
45950,rec2552,2020-04-21 17:38:00+00:00,gowns,5.0
45952,rec2552,2020-04-21 17:38:00+00:00,disinfectingWipes,5.0
45955,rec2553,2020-04-21 17:52:00+00:00,faceShields,100.0
45959,rec2553,2020-04-21 17:52:00+00:00,surgicalMasks,200.0
45962,rec2553,2020-04-21 17:52:00+00:00,handmadeMasks,75.0
45967,rec2553,2020-04-21 17:52:00+00:00,respirators,100.0
45968,rec2553,2020-04-21 17:52:00+00:00,gowns,100.0
45970,rec2553,2020-04-21 17:52:00+00:00,disinfectingWipes,100.0
45986,rec2554,2020-04-21 18:02:00+00:00,gowns,20.0
45991,rec2555,2020-04-21 19:14:00+00:00,faceShields,50.0
45995,rec2555,2020-04-21 19:14:00+00:00,surgicalMasks,50.0
45998,rec2555,2020-04-21 19:14:00+00:00,handmadeMasks,25.0
46003,rec2555,2020-04-21 19:14:00+00:00,respirators,50.0
46004,rec2555,2020-04-21 19:14:00+00:00,gowns,50.0
46006,rec2555,2020-04-21 19:14:00+00:00,disinfectingWipes,10.0
46009,rec2556,2020-04-21 19:15:00+00:00,faceShields,10.0
46013,rec2556,2020-04-21 19:15:00+00:00,surgicalMasks,10.0
